bluetooth,brand,clavier,lieu_fabrication,frequence,lecteur_empreinte,lecteur_carte_memoire,RAM,nb_coeurs,norme_wifi,poids,price,processeur,product_type,OS,taille_ecran,type_resolution,webcam,model_CG,marque_CG,tactile,longueur,hauteur,profondeur,resolution1,resolution2,SSD,HDD,eMMC
4.2,ACER,standard,Chine,2.4,Non,Non,1,4.0,WIFI 5 (N/AC),1.9,689,INTEL CORE I7,Ordinateur portable ACER Aspire 3 A315-54K-5618 Reconditionné,Windows,15.6,Full HD,Non,NULL,NULL,False,25.0,37.0,2.0,1920,1080,0,0,0
5,HP,mécanique rétroéclairé,Chine,4.9,Non,Non,32,8.0,WIFI 6 (AX),2.8,2899,INTEL CORE I9,PC Gamer HP 17-ck0081nf,Windows,17.0,QHD,Non,ORIGINE,ORIGINE,False,39.71,2.7,26.2,2560,1440,1000,0,0
4.1,ASUS,standard,Chine,2.3,Non,Oui,1,8.0,WIFI 5 (N/AC),1.4,342,INTEL CORE I7,Ordinateur portable ASUS Vivobook S413FA-EK639T Numpad Noir Reconditionné,Windows,14.0,Full HD,Non,NULL,NULL,False,32.4,1.91,21.5,1920,1080,0,0,0
5,MICROSOFT,détachable,Chine,3.0,Non,Non,8,8.0,WIFI 6 (AX),0.774,1519,QUALCOMM,PC Hybride MICROSOFT Surface ProX Wifi 13' SQ1/8/256 Platine,Windows,13.0,Full HD,Oui,AMD_RADEON,AMD,False,28.75,20.86,0.73,2880,1920,256,0,0
5.1,ACER,rétroéclairé,Chine,2.3,Non,Oui,16,8.0,WIFI 6 (AX),2.5,2299,INTEL CORE I7,PC Gamer ACER Predator Triton 500 PT516-51s-76ME,Windows,16.0,WQXGA,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.8,26.2,1.99,2560,1600,1000,0,0
5,ASUS,rétroéclairé,Chine,2.5,Non,Oui,16,8.0,WIFI 6 (AX),1.9,1999,INTEL CORE I9,Ordinateur portable ASUS Vivobook Pro N6602HE-KV023W Gris,Windows,16.0,WQXGA,Oui,NVIDIA_GEFORCE,NVIDIA,False,2.0,25.2,35.5,2560,1600,1000,0,0
5,MACBOOK,standard,Chine,2.29,Non,Non,4,2.0,WIFI 5 (N/AC),2.0,374,INTEL CORE I5,Ordinateur Apple MACBOOK 94935C Reconditionné,Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.0,5.0,20.0,1440,900,0,750,0
4,MACBOOK,nc,Chine,2.3,Non,Oui,8,4.0,NC,1.6,549,INTEL CORE I5,Ordinateur Apple MACBOOK Pro Retina 13.3 2.7GHZ 8GB 128GB Reconditionné,No OS,13.3,Full HD,Non,NULL,NULL,False,31.4,1.8,21.9,2560,1600,0,0,0
5,MACBOOK,nc,Irlande,3.2,Non,Oui,32,10.0,WIFI 6 (AX),1.6,3439,PUCE APPLE M1 MAX,Ordinateur Apple MACBOOK CTO Pro 14 M1 MAX 32Go 1To Gris Sideral,Mac,14.0,Retina,Oui,ORIGINE,ORIGINE,False,31.26,1.55,22.12,3024,1964,1000,0,0
5,ACER,rétroéclairé,Chine,2.3,Non,Non,16,4.0,WIFI 5 (N/AC),2.4,852,INTEL CORE I7,PC Gamer ACER Predator Helios 300 PH315-52-5405 Noir Reconditionné,Windows,15.6,Full HD,Non,NULL,NULL,False,2.29,36.14,25.42,1920,1080,0,0,0
5,ASUS,rétroéclairé,Chine,2.8,Non,Non,1,4.0,WIFI 6 (AX),1.3,1558,INTEL CORE I7,Ordinateur portable ASUS ZenBook Flip S OLED - UX371EA-HL041T Reconditionné,Windows,13.3,4K,Oui,NULL,NULL,True,1.4,21.1,21.1,3840,2160,1000,0,0
4,HP,standard,Chine,2.0,Non,Non,8,15.0,WIFI 4 (N),1.6,321,INTEL CORE I5,HP EliteBook 840 G1 - 8Go - SSD 256Go Reconditionné,Windows,14.0,HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1366,768,256,0,0
5,MACBOOK,rétroéclairé,Chine,2.3,Non,Oui,8,4.0,WIFI 5 (N/AC),2.0,659,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Pro Retina 15 i7 2,3 Ghz 256Go Reconditionné",Mac,15.4,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,35.89,1.8,24.71,2880,1800,0,0,0
Non,HP,standard,Taïwan,2.4,Non,Oui,4,2.0,WIFI 4 (N),5.0,259,INTEL CORE I5,Ordinateur portable reconditionné HP ProBook 640 G2 - 4Go - SSD 128Go Reconditionné,Windows,14.0,HD,Oui,ORIGINE,ORIGINE,False,23.6,2.39,34.0,1366,768,128,0,0
5.2,LENOVO,rétroéclairé,Chine,2.0,Non,Oui,16,8.0,WIFI 6 (AX),1.8,1299,AMD RYZEN 7,Ordinateur portable LENOVO Ideapad 5 15ABA7,Windows,15.6,Full HD,Oui,AMD_RADEON,AMD,False,35.6,23.3,1.7,1920,1080,1000,0,0
4.1,ASUS,standard,Chine,1.3,Non,Oui,8,4.0,WIFI 5 (N/AC),2.3,849,INTEL CORE I7,Ordinateur portable ASUS S712JA-BX645W,Windows,17.3,HD+,Oui,ORIGINE,ORIGINE,False,21.0,253.0,40.6,1600,900,512,0,0
5.2,HP,rétroéclairé,Chine,4.4,Non,Non,16,8.0,WIFI 6 (AX),2.5,1399,AMD RYZEN 7,PC Gamer HP 16-e0247nf,Windows,16.1,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,37.0,2.35,26.0,1920,1080,512,0,0
5,ACER,nc,Chine,1.1,Non,Non,8,4.0,WIFI 5 (N/AC),2.5,479,INTEL CELERON,Ordinateur portable ACER Aspire 3 A317-33-C7MR,Windows,17.3,HD,Oui,ORIGINE,ORIGINE,False,26.3,1.9,40.3,1600,900,256,0,0
5.2,MSI,rétroéclairé,Chine,2.3,Non,Oui,32,14.0,WIFI 6 (AX),2.6,1959,INTEL CORE I7,PC Gamer MSI KATANA GF76 12UC-208FR,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,39.8,2.52,27.3,1920,1080,1000,0,0
5,MACBOOK,standard,Chine,2.29,Non,Non,8,2.0,WIFI 5 (N/AC),2.0,349,INTEL CORE I5,Ordinateur Apple MACBOOK 94937C Reconditionné,Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.0,5.0,20.0,1280,800,0,320,0
5,ACER,standard,Chine,2.5,Non,Non,8,4.0,WIFI 6 (AX),2.3,1029,INTEL CORE I5,PC Gamer ACER Ordinateur portable 15.6'' FHD 144Hz I5 Reconditionné,Windows,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,36.4,2.4,25.5,1920,1080,512,0,0
5,MACBOOK,nc,Chine,2.8,Non,Oui,8,4.0,WIFI 4 (N),2.0,289,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Pro 13"" i7 2,8 Ghz 500Go HDD Reconditionné",Mac,13.3,Full HD,Non,NULL,NULL,False,32.5,2.4,22.7,1280,800,0,0,0
5,MACBOOK,standard,Chine,2.29,Non,Non,16,6.0,WIFI 5 (N/AC),1.8,559,INTEL CORE I7,"MACBOOK Retina 15"" 2013 i7 2.3Ghz 16GB 500GB SSD Reconditionné",Mac,15.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1280,800,128,0,0
5,MACBOOK,rétroéclairé,Chine,0.0,Oui,Non,8,8.0,WIFI 6 (AX),1.2,1649,PUCE APPLE M2,Ordinateur Apple MACBOOK AIR M2 8 512 Argent,Mac,13.6,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.13,21.5,2560,1664,512,0,0
5,MACBOOK,standard,Chine,2.4,Non,Non,4,2.0,WIFI 5 (N/AC),2.0,359,INTEL CORE I5,"Ordinateur Apple MACBOOK Pro 13"" 2012 i5 2.4Ghz 4GB 250GB Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.0,5.0,20.0,1280,800,0,250,0
5.2,ASUS,rétroéclairé,Chine,2.3,Non,Non,16,8.0,WIFI 6 (AX),2.6,1399,INTEL CORE I7,PC Gamer ASUS F17-TUF706HM-HX162W,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,26.9,2.6,39.9,1920,1080,1000,0,0
5.1,LENOVO,standard,Chine,1.8,Non,Oui,8,8.0,WIFI 6 (AX),2.1,799,AMD RYZEN 7,Ordinateur portable LENOVO Ideapad 3 17ALC6-867,Windows,17.3,Full HD,Oui,AMD_RADEON,AMD,False,27.4,39.9,1.99,1920,1080,512,0,0
5,MACBOOK,standard,Chine,1.6,Non,Non,8,2.0,WIFI 5 (N/AC),1.4,654,INTEL CORE I5,MACBOOK MacBook Air 2015 13' i5 8Go 1000SSD Reconditionné,Mac,13.3,HD,Oui,ORIGINE,ORIGINE,False,32.5,1.7,22.7,1440,900,1000,0,0
4,APPLE,rétroéclairé,France,2.4,Non,Non,4,2.0,WIFI 4 (N),1.6,549,INTEL CORE I5,"APPLE Retina 13'' 2013 i5 2,4 Ghz 4 Go 512 Go Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,31.4,1.9,21.9,2560,1600,512,0,0
5.2,ACER,rétroéclairé,Chine,2.1,Non,Non,16,12.0,WIFI 6E,1.2,1699,INTEL CORE I7,Ordinateur portable ACER Swift SF514-56T-75SC EVO,Windows,14.0,QHD,Oui,ORIGINE,ORIGINE,False,21.3,31.0,1.5,2560,1600,512,0,0
5.2,ASUS,rétroéclairé,Chine,4.7,Non,Oui,16,9.0,WIFI 6E,1.6,1999,AMD RYZEN 7,PC Gamer ASUS ZEPHYRUS-G14-GA402RJ-009W,Windows,14.0,WUXGA,Oui,AMD_RADEON,AMD,False,22.7,1.9,31.2,1920,1200,512,0,0
5,MACBOOK,rétroéclairé,Chine,3.2,Non,Oui,64,10.0,WIFI 6 (AX),2.2,4769,PUCE APPLE M1 MAX,Ordinateur Apple MACBOOK CTO Pro 16 M1 Max 64Go 2To SSD gris,Mac,16.0,Retina,Oui,ORIGINE,ORIGINE,False,35.57,1.68,24.81,3456,2234,2000,0,0
4,ACER,standard,Chine,2.3,Non,Oui,1,4.0,WIFI 5 (N/AC),2.2,438,INTEL CORE I7,Ordinateur portable ACER Aspire A515-51G-578E Reconditionné,Windows,15.6,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,38.1,2.16,26.3,1920,1080,0,0,0
5,ASUS,standard,Chine,3.0,Non,Non,8,6.0,WIFI 5 (N/AC),1.4,699,AMD RYZEN 5,Ordinateur portable ASUS VivoBook S S1402IA-EK014W Gris,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,2.0,21.4,32.5,1920,1080,512,0,0
5,APPLE,standard,Chine,2.2,Non,Non,8,2.0,WIFI 5 (N/AC),1.4,674,INTEL CORE I7,APPLE MacBook Air 2017 13' i7 8Go 128SSD Reconditionné,Mac,13.3,HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,128,0,0
5,MACBOOK,standard,Chine,2.4,Non,Non,4,4.0,WIFI 5 (N/AC),2.0,259,INTEL PENTIUM,Ordinateur Apple MACBOOK 95653C Reconditionné,Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.0,5.0,20.0,1280,800,0,250,0
5,LENOVO,standard,Chine,2.3,Non,Oui,8,2.0,WIFI 5 (N/AC),2.1,549,AMD,Ordinateur portable LENOVO Ideapad 17ADA06-245,Windows,17.3,HD+,Oui,AMD_RADEON,AMD,False,27.4,39.9,1.99,1600,900,256,0,0
5,ASUS,standard,Chine,1.1,Non,Oui,8,2.0,WIFI 5 (N/AC),1.8,299,INTEL CELERON,Chromebook ASUS CX1500CNA-EJ0059 Gris,Chrome,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,1.9,25.0,36.1,1920,1080,0,0,64
5,APPLE,standard,Chine,1.6,Non,Non,8,2.0,WIFI 6 (AX),1.8,499,INTEL CORE I5,"Ordinateur APPLE APPLE Pro Retina 13"" 2013 i5 2.4Ghz 4GB 128GB Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,128,0,0
5.1,ACER,rétroéclairé,Chine,2.1,Non,Non,16,8.0,WIFI 6 (AX),2.7,1499,INTEL CORE I9,PC Gamer ACER Nitro 5 AN517-54-90GF,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,40.3,28.0,2.49,1920,1080,512,0,0
4.1,PACKARD BELL,standard,Chine,1.1,Non,Non,8,4.0,WIFI 5 (N/AC),1.9,379,INTEL PENTIUM,Ordinateur portable PACKARD BELL PB315-34-P1EA,Windows,15.6,LCD,Non,ORIGINE,ORIGINE,False,25.05,36.34,1.99,1366,768,128,0,0
5.2,HP,rétroéclairé,Chine,2.1,Oui,Oui,8,6.0,WIFI 6 (AX),1.8,699,AMD RYZEN 5,Ordinateur portable HP 15-eh1030nf,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,36.02,1.79,23.4,1920,1080,256,0,0
5,MACBOOK,rétroéclairé,Chine,3.2,Non,Oui,32,10.0,WIFI 6 (AX),2.2,3849,PUCE APPLE M1 MAX,Ordinateur Apple MACBOOK Pro 16 M1 Max 1To Argent,Mac,16.0,Retina,Oui,ORIGINE,ORIGINE,False,35.57,1.68,24.81,3456,2234,1000,0,0
4.2,MACBOOK,rétroéclairé,Chine,2.3,Oui,Non,8,4.0,WIFI 5 (N/AC),1.2,757,INTEL CORE I5,Ordinateur Apple MACBOOK AIR i5 256Go Gris sideral Reconditionné,Mac,13.3,Full HD,Non,NULL,NULL,False,30.41,0.41,21.24,2560,1600,0,0,0
5,ASUS,rétroéclairé,Chine,2.3,Non,Non,1,8.0,WIFI 5 (N/AC),1.6,914,INTEL CORE I7,Ordinateur portable ASUS Zenbook UX480FD-E1053T Reconditionné,Windows,13.3,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,True,1.79,32.3,22.5,1920,1080,0,0,0
5.2,MSI,rétroéclairé,Chine,2.3,Non,Oui,16,14.0,WIFI 6 (AX),2.4,2659,INTEL CORE I7,PC Gamer MSI Vector GP66 12UH-204FR,Windows,15.6,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.8,2.34,26.7,2560,1440,1000,0,0
5.2,ASUS,rétroéclairé,Chine,4.7,Non,Oui,16,8.0,WIFI 6 (AX),2.5,3099,AMD RYZEN 7,PC Gamer ASUS ZEPHYRUS-DUO-GX650RM-064W,Windows,16.0,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,11.4,26.6,35.5,2560,1600,1000,0,0
5.2,HP,rétroéclairé,Chine,1.8,Oui,Oui,16,8.0,WIFI 6 (AX),1.8,699,AMD RYZEN 7,Ordinateur portable HP Pavilion 15-eh1004nf w11,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,36.02,1.69,23.4,1920,1080,512,0,0
4,APPLE,rétroéclairé,France,2.8,Non,Non,16,4.0,WIFI 4 (N),2.0,719,INTEL CORE I7,"APPLE Retina 15'' 2013 i7 2,8 Ghz 16 Go 256 Go Reconditionné",Mac,15.4,Retina,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.89,1.8,24.71,2880,1800,256,0,0
5.2,MSI,rétroéclairé,Chine,2.3,Non,Oui,16,8.0,WIFI 6 (AX),1.9,2069,INTEL CORE I7,PC Gamer MSI CreatorPro M15 A11UIS-682FR,Windows,15.6,Full HD,Oui,NVIDIA_RTX,NVIDIA,False,35.9,2.17,25.4,1920,1080,512,0,0
5,APPLE,standard,Chine,1.6,Non,Non,8,2.0,WIFI 6 (AX),1.8,379,INTEL CORE I5,"Ordinateur APPLE APPLE Pro 13"" 2012 i5 2.5Ghz 8GB 128GB SSD Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,128,0,0
5,MACBOOK,nc,Irlande,3.1,Non,Oui,32,10.0,WIFI 6 (AX),1.6,3209,PUCE APPLE M1,Ordinateur Apple MACBOOK CTO Pro 14 M1 32Go 1To Gris Sideral,Mac,14.0,Retina,Oui,ORIGINE,ORIGINE,False,31.26,1.55,22.12,3024,1964,1000,0,0
4.2,HP,standard,Chine,2.0,Non,Non,4,15.0,WIFI 5 (N/AC),1.5,240,INTEL CORE I5,HP EliteBook 840 G3 - 4Go - SSD 128Go Reconditionné,Windows,14.0,HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1366,768,128,0,0
5.1,ACER,rétroéclairé,Chine,2.3,Non,Non,32,8.0,WIFI 6 (AX),2.5,2018,INTEL CORE I7,PC Gamer ACER Predator PT516-51S-71CG Reconditionné,Windows,16.0,WQXGA,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.8,26.2,2.0,2560,1600,2000,0,0
4,DELL,standard,Taïwan,1.9,Non,Oui,8,2.0,WIFI 5 (N/AC),1.8,269,INTEL CORE I5,Ordinateur portable reconditionné DELL Latitude E7440 - 8Go - SSD 256Go Reconditionné,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,23.2,2.39,33.8,1920,1080,256,0,0
5,MACBOOK,standard,Chine,2.4,Non,Non,8,6.0,WIFI 5 (N/AC),1.8,339,INTEL CORE I5,"MACBOOK Retina, 13"" 2013 i5 2.4Ghz 8GB 256GB SSD Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1280,800,128,0,0
5,MACBOOK,rétroéclairé,Chine,2.29,Non,Non,8,2.0,WIFI 5 (N/AC),1.4,529,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Pro Retina 13 i5 2,3 Ghz 128Go Reconditionné",No OS,13.3,Retina,Oui,NULL,NULL,False,30.41,1.49,21.24,2560,1600,128,0,0
5,MACBOOK,rétroéclairé,Chine,2.29,Non,Oui,8,4.0,WIFI 4 (N),2.0,669,INTEL CORE I7,"Ordinateur Apple MACBOOK MacBook Pro Retina 15 i7 2,3 Ghz 512Go Reconditionné",No OS,15.4,Retina,Oui,NULL,NULL,False,35.89,1.8,24.71,2880,1800,512,0,0
4,HP,standard,Chine,2.0,Non,Non,8,8.0,WIFI 4 (N),1.6,288,INTEL CORE I5,HP EliteBook 840 G1 - 8Go - SSD 128Go Reconditionné,Windows,14.0,HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1366,768,128,0,0
5,DELL,rétroéclairé,Chine,4.7,Oui,Oui,16,14.0,WIFI 5 (N/AC),2.1,1299,INTEL CORE I7,PC Hybride DELL Inspiron 16,Windows,13.3,Full HD,Oui,ORIGINE,ORIGINE,True,36.67,1.59,25.18,1920,1200,512,0,0
Non,HP,standard,Taïwan,2.6,Non,Oui,4,2.0,WIFI 4 (N),5.0,299,INTEL CORE I5,Ordinateur portable reconditionné HP ProBook 640 G1 - 4Go - SSD 128Go Reconditionné,Windows,14.0,HD,Oui,ORIGINE,ORIGINE,False,23.6,2.39,34.0,1366,768,128,0,0
5,PACKARD BELL,standard,Chine,1.1,Non,Non,4,2.0,WIFI 5 (N/AC),1.4,269,INTEL CELERON,Ordinateur portable PACKARD BELL PB114-33-C34E + Office 365 personnel,Windows,14.0,HD,Non,NULL,NULL,False,23.6,32.8,1.99,1366,768,0,0,128
5,HP,standard,Chine,2.3,Oui,Oui,8,8.0,WIFI 5 (N/AC),2.2,1259,INTEL CORE I5,Ordinateur portable HP Spectre x360 15-df0005nf Reconditionné,Windows,15.6,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,25.0,1.93,36.1,3840,2160,0,0,0
5,APPLE,rétroéclairé,France,2.9,Oui,Non,16,6.0,WIFI 4 (N),1.8,1629,INTEL CORE I7,"APPLE TouchBar 15'' 2018 i9 2,9Ghz 16Go 256 Go Reconditionné",Mac,15.4,Retina,Oui,ORIGINE,ORIGINE,False,34.93,1.55,24.07,2880,1800,256,0,0
5.1,SAMSUNG,rétroéclairé,Viêt Nam,2.1,Oui,Oui,16,12.0,WIFI 6 (AX),0.868,1299,INTEL CORE I7,Ordinateur portable SAMSUNG GALAXY BOOK2 PRO 13'' i7/16Go/512 EVO,Windows,13.3,Full HD,Oui,INTEL_IRIS,INTEL,False,19.98,11.2,30.44,1920,1080,512,0,0
4.1,ACER,standard,Taïwan,1.1,Non,Non,4,2.0,WIFI 5 (N/AC),5.0,339,INTEL CELERON,Ordinateur portable reconditionné ACER Aspire 3 A315-34-C1DJ Reconditionné,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,25.0,2.39,36.3,1920,1080,128,0,0
5,APPLE,standard,Chine,2.29,Non,Non,8,2.0,WIFI 5 (N/AC),1.4,641,INTEL CORE I5,APPLE MacBook Pro 2017 13' i5 8Go 128SSD Reconditionné,Mac,13.3,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,2560,1600,128,0,0
5,ASUS,rétroéclairé,Chine,2.8,Non,Oui,16,8.0,WIFI 6 (AX),1.6,1699,INTEL CORE I7,Ordinateur portable ASUS ZenBook Duo ScreenPad + UX482EG-HY075T Reconditionné,Windows,13.3,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,1.7,22.3,32.4,1920,1080,0,0,0
5,ACER,rétroéclairé,Chine,2.3,Non,Non,16,8.0,WIFI 6 (AX),1.7,1599,INTEL CORE I7,PC Gamer ACER CN316-73G-79UQ,Windows,16.0,WUXGA,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.8,24.9,2.1,2560,1600,512,0,0
4,HP,standard,Chine,2.0,Non,Non,8,8.0,WIFI 4 (N),2.2,364,INTEL CORE I5,HP ProBook 450 G2 - 8Go - SSD 256Go Reconditionné,Windows,15.6,HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1366,768,256,0,0
4.1,LENOVO,rétroéclairé,Chine,2.3,Non,Non,8,4.0,WIFI 5 (N/AC),1.9,789,INTEL CORE I5,Ordinateur portable LENOVO YOGA C730-15IWL-757 Reconditionné,Windows,13.3,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,True,24.9,36.0,1.7,1920,1080,0,0,0
5.1,ACER,rétroéclairé,Chine,2.3,Non,Non,16,8.0,WIFI 6 (AX),2.7,1679,INTEL CORE I7,PC Gamer ACER Nitro 5 AN517-54-7235 Reconditionné,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,40.3,28.0,2.49,1920,1080,512,0,0
4.2,ORDISSIMO,standard,Chine,1.1,Non,Oui,4,4.0,WIFI 5 (N/AC),1.9,699,INTEL PENTIUM,Ordi ORDISSIMO senior Lucie 3,Linux,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,24.3,37.5,1.69,1920,1080,128,0,0
5,MACBOOK,rétroéclairé,Chine,1.3,Non,Oui,8,2.0,WIFI 5 (N/AC),1.3,299,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Air 13"" i5 1,3 Ghz 128 Go SSD Reconditionné",No OS,13.3,HD,Oui,NULL,NULL,False,32.5,1.7,22.7,1440,900,128,0,0
4,APPLE,rétroéclairé,France,2.8,Non,Non,16,4.0,WIFI 4 (N),2.0,809,INTEL CORE I7,"APPLE Retina 15'' 2015 i7 2,8 Ghz 16 Go 512 Go Reconditionné",Mac,15.4,Retina,Oui,AMD_RADEON,AMD,False,35.89,1.8,24.71,2880,1800,512,0,0
5,APPLE,standard,Chine,1.6,Non,Non,16,2.0,WIFI 6 (AX),1.8,259,INTEL CORE I5,"Ordinateur APPLE APPLE Pro 13"" 2011 i5 2.4Ghz 4GB 120GB SSD Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,128,0,0
5,ACER,rétroéclairé,Chine,2.8,Non,Non,16,4.0,WIFI 6 (AX),2.1,939,INTEL CORE I7,Ordinateur portable ACER Aspire A517-52G-757L Reconditionné,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,26.37,40.35,1.99,1920,1080,512,0,0
4,APPLE,rétroéclairé,France,2.4,Non,Non,16,2.0,WIFI 4 (N),1.6,504,INTEL CORE I5,"APPLE Retina 13'' 2013 i5 2,4 Ghz 16 Go 256 Go Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,31.4,1.9,21.9,2560,1600,256,0,0
5,MICROSOFT,rétroéclairé,Chine,2.2,Non,Non,8,6.0,WIFI 6 (AX),1.2,899,AMD RYZEN 5,Ordinateur portable MICROSOFT Surface Laptop 4 13 R5 8 256,Windows,13.3,QHD,Oui,AMD_RADEON,AMD,True,22.3,30.8,1.45,2256,1504,256,0,0
4,APPLE,rétroéclairé,France,1.7,Non,Non,4,2.0,WIFI 4 (N),1.1,419,INTEL CORE I7,"APPLE Air 11'' 2014 i7 1,7 Ghz 4 Go 128 Go Reconditionné",Mac,11.5,Mini led,Oui,ORIGINE,ORIGINE,False,30.0,1.7,19.2,1366,768,128,0,0
5,ACER,rétroéclairé,Chine,2.5,Non,Non,16,4.0,WIFI 6 (AX),2.7,999,INTEL CORE I5,PC Gamer ACER Pack Nitro 5 AN517-52-56NN + Sac a dos,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,40.3,28.0,2.49,1920,1080,512,0,0
5,MICROSOFT,standard,Chine,4.2,Oui,Non,8,4.0,WIFI 6 (AX),1.1,769,INTEL CORE I5,Ordinateur portable MICROSOFT Surface Laptop GO 2 i5/8/128 Bleu,Windows,13.3,HD,Oui,INTEL_IRIS,INTEL,True,20.6,27.8,1.6,1536,1024,128,0,0
4,LENOVO,standard,Taïwan,2.3,Non,Oui,4,2.0,WIFI 5 (N/AC),5.0,279,INTEL CORE I3,Ordinateur portable reconditionné LENOVO ThinkPad L460 - 4Go - SSD 256Go Reconditionné,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,23.5,2.39,34.0,1920,1080,256,0,0
5,LENOVO,standard,Chine,2.8,Non,Non,16,4.0,WIFI 6 (AX),1.9,999,INTEL CORE I7,Ordinateur portable LENOVO Yoga 7 15ITL5-841 EVO + PEN,Windows,13.3,Full HD,Non,INTEL_IRIS,INTEL,True,35.64,23.56,22.4,1920,1080,512,0,0
5.2,MSI,rétroéclairé,Chine,2.5,Non,Oui,32,14.0,WIFI 6E,2.3,7273,INTEL CORE I9,PC Gamer MSI Creator Z16P B12UHST-010FR,Windows,13.3,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,True,35.9,1.9,25.6,2560,1440,2000,0,0
5.1,MSI,rétroéclairé,Chine,2.7,Non,Oui,16,6.0,WIFI 6 (AX),2.1,1429,INTEL CORE I5,PC Gamer MSI Katana GF66 11UD-031FR,Windows,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.9,2.49,25.9,1920,1080,1000,0,0
5,MICROSOFT,détachable,Chine,1.1,Non,Oui,4,2.0,WIFI 6 (AX),0.54,459,INTEL PENTIUM,PC Hybride MICROSOFT Surface Go 3 10' Pentium/4/64 Platine,Windows,13.3,Full HD,Oui,INTEL_DG1,INTEL,True,17.5,24.5,0.83,1920,1280,0,0,64
5,MICROSOFT,rétroéclairé,Chine,1.0,Oui,Non,8,4.0,WIFI 6 (AX),1.1,1489,INTEL CORE I5,Ordinateur portable MICROSOFT Laptop Go 12.5 I5 8 256 Sable,Windows,13.3,HD,Oui,ORIGINE,ORIGINE,True,20.6,27.8,1.57,1680,1050,256,0,0
5,MACBOOK,standard,Chine,2.7,Non,Non,8,2.0,WIFI 5 (N/AC),2.0,549,INTEL CORE I5,"Ordinateur Apple MACBOOK Pro 13"" Retina 2015 i5 2.7Ghz 8GB 128GB Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.0,5.0,20.0,2560,1600,0,128,0
